"primaryNameTib","primaryNameSkt","primaryNameEng","primaryNameLang","otherNameTib","otherNameSkt","otherNameEng","Dates","Date-Begin","Date-End","TranslatedBy","TranslatorOf","recID","bAuthor","bTranslator","Notes"
"NGAG DBANG BSTAN DAR","","Ngawang Tendar","TB","A LAG SHA BSTAN DAR;BSTAN DAR LHA RAMS PA;NGAG DBANG BSTAN DAR LHA RAMS PA","","Alagsha Tendar;Tendar Hlarampa;Ngawang Tendar Hlarampa","1759-1832","22","23","","","318","1","0","ca. 1800. Took Rab-'byams-pa degree in Lhasa.\
Source notes that he was born in 1759, and that he wrote his blo sbyong don bdun ma'i gtam theg mchog nye lam in 1839 at the age of 82.       Traditionally accepted year of death may be incorrect\
"
"NAM MKHA' RGYAL MTSAN","","Namka Gyeltsen","TB","LHO BRAG GRUB CHEN NAM MKHA' RGYAL MTSAN;GSANG BDAG NAM MKHA' RGYAL MTSAN","","Lodrak Drubchen Namka Gyeltsen;Sangdak Namka Gyeltsen","1326-1401","18","19","","","319","1","0","1348. Received final vows from Bro-bo Mkhan-chen Rin-chen-bkra-shis.\
1356 (age 31). Ascends to the abbatial throne of Bro-bo Dgon.\
\
"
"PAn CHEN BLA MA SKU PHRENG LNGA BA BSTAN PA'I DBANG PHYUG","","His Holiness the Fifth Panchen Lama, Tenpey Wangchuk","TB","BSTAN PA'I DBANG PHYUG;BLO BZANG BSTAN PA'I DBANG PHYUG;PAn CHEN 05 BSTAN PA'I DBANG PHYUG;PAn CHEN SKU PHRENG LNGA BA BSTAN PA'I DBANG PHYUG;BLO BZANG DPAL LDAN CHOS KYI GRAGS PA;RDO RJE GZHON NUI RTZAL;LHA RIGS KYI BANDE;BLO BZANG CHOS GRAGS;RGYAL RIGS 'TZO BYED","","Tenpey Wangchuk;Losang Tenpey Wangchuk;Losang Pelden Chukyi Drakpa;Dorje Shunnu Tsal;Hlarigkyi Bande","1854-1882","23","23","","","326","1","0",""
"DKON MCHOG RGYAL MTSAN","","Konchok Gyeltsen","TB","DBAL MANG 02 DKON MCHOG RGYAL MTSAN;DPAL MANG PAndI TA DKON MCHOG RGYAL MTSAN;SHIS TSANG GDAN RABS 03 DKON MCHOG RGYAL MTSAN;BLA BRANG KHRI 24 DKON MCHOG RGYAL MTSAN","","The Second Pelmang Konchok Gyeltsen;Pelmang Pandita Konchok Gyeltsen;The Third Shitsang Denrab Konchok Gyeltsen;The 24th Throne Holder of Ladrang Konchok Gyeltsen","1764-1853","22","23","","","328","1","0","24th khri of bla brang bkra shis 'khyil, noted only as dkon mchog rgyal mtshan.\
\
Famous dge lugs scholar and polymath from a mdo\
1771. recognized as the rebirth of dbal mang blo bzang don grub by the 2nd 'jam dbyangs bzhad pa\
1782. vows before 'jam-dbyangs-bzhad-pa 2.\
1793. received his rdo rams pa degree.\
1797. to dbus to look for the 'jam dbyangs bzhad pa sprul sku\
1804. comes to khri of bla brang.\
Works toward improving the vinaya practice and improving the monastery.\
Sungbum in 10 volumes (130+ sections) carved on to blocks at a mchog dgon.\
"
"SKAL LDAN RGYA MTSO","","Kalden Gyatso","TB","RONG PO GRUB CHEN 01 SKAL LDAN RGYA MTSO;YAB RJE SKAL LDAN RGYA MTSO;SKAL LDAN TSOGS GNYIS;SHAR SKAL LDAN RGYA MTSO;SKAL LDAN RAS PA","","Rongpo Drupchen, the First Kalden Gyatso;Yapje Kalden Gyatso;Kalden Tsognyis;Shar Kalden Gyatso;Kalden Repa","1607-1677","21","21","","","446","1","0",""
"NGAG DBANG PHUN TSOGS","","Ngawang Puntsog","TB","LAM RIM PA NGAG DBANG PHUN TSOGS;JAM DPAL BSNYEN PA'I BLO GROS","","Lamrim-pa Ngawang Puntsog;Jampel Nyenpey Lodru","1922-1997","24","24","","","447","1","0",""
"RIN CHEN DON GRUB","","Rinchen Dondrup","TB","BRA TI DGE BSHES;BRA TI DGE BSHES RIN CHEN DON GRUB","","Brati Geshe;Brati Geshe Rinchen Dondrup","17th century ","21","21","","","329","1","0",""
"BSOD NAMS LHUN","","Sherab Gyatso","TB","RDO SBIS DGE BSHES SHES RAB RGYA MTSO;KLU 'BUM DGE BSHES SHES RAB RGYA MTSO;KLU 'BUM SHES RAB RGYA MTSO","","Dobi Geshe Sherab Gyatso;Lunbum Geshe Sherab Gyatso;Lunbum Sherab Gyatso","1884-1968","23","24","","","330","1","0","Biography: 1884-1948.\
M.r.: dates: 1884-1967.\
\
Dates: b. shing sprel (1884), d. sa sprel (1968).\
      mi sna (p. 1001) \
\
Brief biography with dates 1884-1968\
Birthplace given as mdo smad rdo sbis gser mo ljongs zhes pa'i yul gyi khongs gtogs hor gro ba zhes pa'i grong sde\
"
"MGON PO RDO RJE","","Gunpo Dorje","TB","RGOD TSANG PA MGON PO RDO RJE","","Gudtsangpa Gunpo Dorje","1189-1258","16","17","","","332","1","0","Religious teachings from masters at 'Bri-gung, Rwa-sgreng, Tshal-pa, Stag-lung.\
At the command of his root guru, went to meditate at Lho-brag Mkhar-chu, Gangs-dkar Ti-se, Tsaa-ri, Dza-lan-dha-ra, etc.\
Founded the following monasteries: Stod Rgod-tshang, Steng-'bro, Gnya'-nam, Bde-chen-steng, Bar-'brog Rdo-rje-gling.\
Students (not recorded): Dpal-ldan Yang-dgon-pa, Ne-rings-pa, Ba-ri-ba, Phu-ri-ba, Ma-bdun-pa, Mdo-bo-che-ba, Gangs-pa, Spyil-dkar-ba.\
Writings: Rnam thar, Mgur, Chab shog, Sgrub thabs nyams len gyi skor po ti 4.\
\
"
"CHOS KYI 'BYUNG GNAS","","Chukyi Jungney","TB","GUNG RU;GUNG RU CHOS 'BYUNG;GUNG RU CHOS KYI 'BYUNG GNAS;KUN MKHYEN CHOS KYI 'BYUNG GNAS","","Gungru;Gungru Chujung;Gungru Chukyi Jungney;Kunkyen Chukyi Jungney","b. 17th century","21","21","","","333","1","0",""
"SAR 'BI SIL 'GU LO tA ","","Sir Basil John Gould","EN","","","","1883-1956","23","24","","","334","1","0",""
"NGAG DBANG DGE 'DUN RGYA MTSO","","Ngawang Gendun Gyatso","TB","CHAS PA RGYA MKHAR BA NGAG DBANG DGE 'DUN RGYA MTSO;CHAS PA NGAG DBANG DGE 'DUN RGYA MTSO;RGYA MKHAR BA NGAG DBANG DGE 'DUN RGYA MTSO;DKON MCHOG LUNG RIGS RGYA MTSO;NGAG DBANG DGE 'DUN SANGS RGYAS RGYA MTSO;BLA BRANG KHRI NGAG DBANG DGE 'DUN RGYA MTSO;DGE 'DUN 'JAM DPAL GRUB PA'I RDO RJE;'JIGS MED BSTAN 'DZIN;RGYA GAR BA 'JAM DPAL GRUB PA'I RDO RJE","","Cheypa Gyakarwa Ngawang Gendun Gyatso;Cheypa Ngawang Gendun Gyatso;Gyakarwa Ngawang Gendun Gyatso;Konchok Lungrik Gyatso;Ngawang Gendun Sangye Gyatso;Ladrang Kri Ngawang Gendun Gyatso","1839-1905","23","24","","","335","1","0","Recognized by 'jam-dbyangs-bzhad-pa'i-rdo-rje Thub-bstan-'jigs-med-rgya-mtsho as the rebirth of Rgya-mkhar-ba Dkon-mchog-bstan-pa'i-nyi-ma.\
1845. Installed at his predecessor's monastery.\
Studied at Bla-brang Bkra-shis-'khyil Thos-bsam-gling Chos-grwa.\
Went to Sog-yul and taught at MaNDal Su-me and in Hal-ha.\
To Ri-bo Rtse-lnga and Pe-cin.\
1868. To Dbus. Stayed one year in 'Bras-spungs Sgo-mang.\
Soon returned to Mdo-smad.\
Patronage in Hal-ha of Mi-dbang Dza-sag Bsod-nams-tshe-ring-rdo-rje.\
Returns to his homeland and restores his monastery.\
1889. Came to throne of Bla-brang Bkra-shis-'khyil.\
1895. Came to khri of Bde-mo-thang Dga'-ldan-chos-'khor-gling.\
Builds a big mchod-rten on the Sino-Tibetan border at A-gzigs-thang.\
Collected works in two volumes: rtogs brjod, rnam thar, bstod tshogs, snyan ngag, chab shog, dris lan, bsangs mchod, khrid yig.\
\
"
"MI PHAM RGYA MTSO","","Mipam Gyatso","TB","'JU MI PHAM RNAM RGYAL RGYA MTSO;MI PHAM RNAM RGYAL RGYA MTSO;'JAM MGON MI PHAM RGYA MTSO","","Ju Mipam Namgyel Gyatso;Mipam Namgyel Gyatso;Jamgun Mipam Gyatso","1846-1912","23","24","","","336","1","0","Composed his famous nges shes sgron me at the age of 7.\
At 12 he began study at 'ju mo hor gsang sngags bshad sgrub chos gling.\
At 15 is said to have had a breakthrough experience that led to his \"omniscience\" after supplicating Manjushri while reading an obscure book on astrology/numerology/rain-making (dbyangs 'char). During this same period he undertakes a retreat of 18 months at 'ju nyung ri khrod where he has a visionary experience of Manjushri. It is said that after this period he had absolute facility with all intellectual topics.\
\
At 18 he flees the destruction of the Nyarong War and travels to his ancestral homeland of mgo log.\
At 19 he embarks on an extensive pilgrimage to Central Tibet, including dga' ldan monastery where he stays for one month. During this pilgrimage he is said to make considerable progress in meditation.\
\
At 22 he arrives at rdzogs chen monastery where he meets many of the best minds of his generation, including his main root gurus and lifelong associates.\
      (note added by J. McClellan)\
"
"YE SHES DPAL 'BYOR","","Yeshe Peljor","TB","SUM PA MKHAN PO YE SHES DPAL 'BYOR;SUMBHA MKHAN PO YE SHES DPAL 'BYOR ;BLO BZANG CHOS SKYONG","","Sumpa Kenpo Yeshe Peljor;Losang Chukyong","1704-1788","22","22","","","337","1","0",""
"DKON MCHOG LHUN GRUB","","Konchok Hlundrup","TB","NGOR MKHAN CHEN 10 DKON MCHOG LHUN GRUB;'JAM DBYANGS DKON MCHOG LHUN GRUB;NGOR CHEN DKON MCHOG LHUN GRUB","","The Tenth Gorken Chen, Konchok Hlundrup;Jamyang Konchok Hlundrup;Gorchen Konchok Hlundrup","1497-1557","19","20","","","338","1","0",""
"NGAG DBANG LEGS GRUB","","Ngawang Lekdrup","TB","NGOR PA DPON SLOB NGAG DBANG LEGS GRUB;NGAG DBANG BLO GROS SNYING PO GZHAN PHAN MTHA' YAS PA'I 'OD ZER","","Gorpa Punlup Ngawang Lekdrup;Ngawang Lodru Nyingpo Shenpen Tayepey Oser","b. 1811","23","23","","","339","1","0",""
"DBANG PHYUG RGYAL MTSAN","","Yangchug Gyeltsen","TB","","","","b. 15th century","20","20","","","340","1","0",""
"BLO BZANG BYANG CHUB BSTAN PA'I SGRON ME","","Losang Jangchup Tenpey Dronmey","TB","BYANG CHUB BSTAN PA'I SGRON ME;CHE SHOS 03 BLO BZANG BYANG CHUB BSTAN PA'I SGRON ME;BLO BZANG BSTAN PA'I SGRON ME;BLO BZANG BSTAN PA'I RGYAL MTSAN;CHOS MED CHOS KYI RDO RJE;CHOS KYI RDO RJE, CHE SHOS;MI BSKYOD RDO RJE, CHE SHOS;CHE SHOS BLO BZANG BYANG CHUB BSTAN PA'I SGRON ME;CHE SHOS BYANG CHUB BSTAN PA'I SGRON ME;SKU 'BUM KHRI 71 BLO BZANG BYANG CHUB BSTAN PA'I SGRON ME","","Jangchup Tenpey Dronmey;The 3rd Cheshu, Losang Jangchup Tenpey Dronmey;Losang Tenpey Dronmey;Losang Tenpey Gyeltsen;Chumey Chukyi Dorje;Chukyi Dorje, Cheshu;Mikyo Dorje, Cheshu;Cheshu Losang Jangchup Tenpey Dronmey;Cheshu Jangchup Tenpey Dronmey;The 71st Kubum Tri, Losang Jangchup Tenpey Dronmey","1861-1933","23","24","","","494","1","0",""
"BSOD NAMS LHUN GRUB ZLA 'OD RGYAL MTSAN DPAL BZANG PO","","Sunam Hlundrub Da-u Gyeltsen Pel Sangpo","TB","BSOD NAMS LHUN GRUB ZLA 'OD RGYAL MTSAN;CHOS KYI BSOD NAMS LHUN GRUB ZLA 'OD RGYAL MTSHAN;SGAM PO PA BSOD NAMS LHUN GRUB","","Sunam Hlundrub Da-u Gyeltsen;Chukyi Sunam Hlundrub Da-u Gyeltsen;Gampopa Sunam Hlundrup","1488-1552","19","20","","","342","1","0",""
"GDONG DRUG SNYEMS PA'I BLO GROS","","Dongdruk Nyempey Lodru","TB","DOR ZHI 06 GDONG DRUG SNYEMS PA'I BLO GROS;GDONG DRUG SNYEMS BLO;BLO BZANG THUB BSTAN CHOS 'PHEL","","The Sixth Dorshi, Dongdruk Nyempey Lodru;Dongdruk Nyemlo;Losang Tupten Chupel","1935-","24","24","","","343","1","0",""
"BLO BZANG 'PHRIN LAS BSTAN PA RGYA MTSO","","Losang Trinley Tenpa Gyatso","TB","KIRTI 08 BLO BZANG 'PHRIN LAS BSTAN PA RGYA MTSO;RONG PO CHOS RJE SPRUL SKU BLO BZANG 'PHRIN LAS RGYA MTSO;'PHRIN LAS RDO RJE;KIRTI BLO BZANG 'PHRIN LAS","","The Eighth Kirti, Losang Trinley Tenpa Gyatso;Rongpo Chuje Trulku Losang Trinley Gyatso;Trinley Dorje;Kirti Losang Trinley","1849-1904","23","24","","","344","1","0","Famous teacher of the dge lugs tradition connected with kir+ti dgon chen and stag tshang lha mo.\
His father was jo mo thar and his mother bde chen.\
\
Acccording to the ming mdzod his dates are 1849-1905.\
Recognized as the rebirth of the rong bo chos rje by the 3rd 'jam dbyangs bzhad pa.\
Studied at bkra shis 'khyil.\
1874. founds a monastery in the rnga ba prefecture of sichuan.\
Never went to central tibet; activity confined only to a mdo and mongolia\
Author of a highly regarded sungbum in 12 large volumes: ka-da and ithi\
"
"GZHON NU DPAL","","Shunnu Pel","TB","'GOS LO TZ'A BA GZHON NU DPAL;YID BZANG RTZE BA;MGOS LO TZ'A BA GZHON NU DPAL","","Go Lotsawa Shunnu Pel;Yisang Tsewa;","1392-1481","18","19","","","345","1","1",""
"SANGS RGYAS RGYA MTSO","","Sangye Gyatso","TB","SDE SRID SANGS RGYAS RGYA MTSO","","Sangye Gyamtso;Desi Sangye Gyatso","1653-1705","21","22","","","346","1","0",""
"'JAM DBYANGS BDE BA'I RDO RJE","","Jamyang Deywey Dorje","TB","'JAM DPAL RGYA MTSO, GRUB DBANG;BLO BZANG 'JAM DPAL RGYA MTSO;BDE BA'I RDO RJE;MANG THOS 'JAM DPAL RGYA MTSO","","Jampel Gyatso, Drupwang;Losang Jampel Gyatso;Deywey Dorje;Mangtu Jampel Gyatso","1682-1741","21","22","","","347","1","0","Important dge lugs master of the 17th century. born in lha sa, he was connected with ri bo dge 'phel where he received the teachings of the srad brgyud from 'jam dbyangs bzhad pa'i rdo rje in 1691. He received the teachings of the dge lugs tradition from blo bzang tshul khrims, thang sag pa dngos grub rgya mtsho, and 'khrul gzhi mang thos rgya mtsho. he received the most profound dmar po skor gsum from rmor chen kun dga' lhun grub. became famous because his attainment in practice.\
\
Enjoyed the patronage of pho lha nas bsod nams stobs rgyas.\
Sungbum in one volume carved on to blocks by stag brag at the new lha sa zhol printery; complete in 498 folia."
"BLO BZANG LUNG RTOGS RGYA MTSO","","Losang Lungtok Gyatso","TB","SNYAN GRAGS SPRUL SKU 4;SHIS TSANG GDAN RABS 23 BLO BZANG LUNG RTOGS RGYA MTSO;SNYAN GRAGS SPRUL SKU 4 BLO BZANG LUNG RTOGS RGYA MTSO","","The Fourth Nyendrak Tulku;The 23rd Shitsang Denrab, Losang Lungtok Gyatso;The Fourth Nyendrak Tulku, Losang Lungtok Gyatso","b. 19th century","23","23","","","348","1","0",""
"DON YOD MKHAS GRUB","","Dunyu Khedrup","TB","ZHOGS PA DON YOD MKHAS GRUB;BLO BZANG TSE BRTAN;BYA BTANG DON YOD MKHAS GRUB","","Shokpa Dunyu Khedrup;Losang Tseten;Jatang Dunyu Khedrup","1671-1737","21","22","","","349","1","0",""
"BLO BZANG TSUL KHRIMS BSTAN PA'I RGYAL MTSAN","","Losang Tsultrim Tenpey Gyeltsen","TB","TRE HOR KHANG GSAR BLO BZANG TSUL KHRIMS BSTAN PA'I RGYAL MTSAN;KHANG GSAR BLO BZANG TSUL KHRIMS BSTAN PA'I RGYAL MTSAN","","Trehor Kangsar Losang Tsultrim Tenpey Gyeltsen;Kangsar Losang Tsultrim Tenpey Gyeltsen","1838-1897","23","23","","","350","1","0","Traveled to Dbus in his youth.\
Studied at 'Bras-spungs Blo-gsal-gling Tre-bo Khang-tshan.\
Teacher (not recorded): Blo-bzang-chos-'phel-mthu-stobs-rgya-mtsho.\
Became Rgyud-smad Mkhan-po during the time of the 13th Dalai Lama.\
Gsung 'bum in 3 printed volumes.\
Biography gives date of birth as sa khyi (1838), p. 21, not 1848 as found in the Ming mdzod and Mi sna."
"BLO GROS RGYAL MTSAN","","Lodru Gyeltsen","TB","RGYA MA SPYAN SNGA BA BLO GROS RGYAL MTSAN;SPYAN SNGA BLO GROS RGYAL MTSAN","","Gyama Chen Ngawa Lodru Gyeltsen;Chen-nga Lodru Gyeltsen","1402-1472","19","19","","","351","1","0","Biography:\
      c. 1402; d. age 70.\
      According to this source, died at the age of 70, i.e. 1471.\
      Looked after rin chen sgang and skam dgon.\
      Sungbum in 3 printed volumes.\
      (snye mo rdzong (v. 1, p. 71) )."
"THUB BSTAN PHUN TSOGS","","Tupten Puntsok","TB","","","","b. 1995","24","24","","","352","1","0",""
"RIN CHEN BRTSON 'GRUS","","Rinchen Tsundru","TB","RMOG LCOG PA RIN CHEN BRTSON 'GRUS;RMOG STON PA RIN CHEN BRTSON 'GRUS","","Mochokpa Rinchen Tsundru;Motunpa Rinchen Tsundru","1110-1170","16","16","","","353","1","0",""
"SANGS RGYAS 'BUM","","Sang-gye Bum","TB","'BRAS MO RJE BTSUN SANGS RGYAS 'BUM","","Dremo Jetsun Sang-gye Bum ","b. 12th century","16","16","","","354","1","0","Nyingma writer"
"MKHA' SPYOD DBANG PO","","Kaju Wangpo","TB","ZHWA DMAR 02 MKHA' SPYOD DBANG PO;YE SHES DPAL;MKHA' SPYOD DRI MED DPAL YE SHES;MKHA' SPYOD PA DRI MED DPAL YE SHES","","The Second Shamar, Kaju Wangpo;Yeshe Pel;Kaju Drimey Pel Yeshe","1350-1405","18","19","","","355","1","0","W25268 biography dates: 1350-1405\
 	\
famous master and polymath of the karma kaM tshang tradition; he was recognized in 1355 as second zhwa dmar by mkhas grub dar ma rgyal mtshan among his lamas (not recorded) are g.yung ston pa, ri khrod pa,\
\
W19801 bio\
\
W20146 source contains biographic sketch b. gnam gyi bye ma lung (now yangs pa can) the son of lha rgyal and mother 'brog mo aged 7 met the 4th karma pa rol pa'i rdo rje at mtsho smad and took dge bsnyen vows took rab byung ordination and name ye shes dpal at bde chen with mkhan chen don grub dpal serving as mkhan po and rol pa'i rdo rje as slob dpon took teachings from don grub dpal and others received final vows from don grub dpal at the age of 18 other teachers included slob dpon 'jam rin of bde chen meditated at ma ra steng and tsa ri ma chen gyi brag dkar author of many works such as khrid yig and nyams mgur at the age of 56 to dga' ldan ma mo disciples included the 5th karma pa\
\
W21495 this source gives an excellent list of the contents of the collected works of this great polymath: kor rtse dgur nges pa las byin brlabs gsal bar ston byed rnam thar gyi skor la rdo rje 'chang gi rnam thar brgyud pa'i khungs nye bar gleng ba dpal ldan pradznya bha dra'i rnam thar 'o mtsho'i zla ris dpal ldan dznya na si d+hi'i rnam thar grub pa'i rna rgyan chos rje mnga' bdag lo tstsha ba'i rnam thar gsang ba mdzod kyi lde mig (mar pa) mid la ras chen (mi la ras pa) gyi rnam thar byin brlabs kyi sprin phung chos rje sgam po pa'i rnam thar kun khyab snyan pa'i ba dan chos rje dus gsum mkhyen pa'i rnam thar dgos 'dod kun byung 'gro ba'i mgon po sangs rgyas ras chen gyi rnam thar bdud rtsi'i bum bzang rin po che spom brag pa'i rnam thar pad dkar phreng ba dpal ldan kar ma pa chen po'i rnam thar [89] bsam yas lha'i rnga chen chos kyi rje rgyal ba o rgyan pa chen po'i rnam thar rdzogs ldan bdud rtsi'i dga' ston thams cad mkhyen pa rang byung rdo rje'i rnam thar tshigs su bcad pa grub pa'i skyes bu sing ha'i rnam thar nyams rtogs 'od gsal gyi sgron ma mtshungs med dpal ldan bla ma dam pa'i rnam par thar pa yon tan rab tu gsal ba'i me long dpal ldan bla ma'i rnam par thar pa rab gsal me long gi nges lung rnam par bkod pa rnam thar re'u mig tu bkod pa'i dkar chag rje ri khrod pa chen po'i rnam par thar pa phra mdzes mu tig gi do shal chos rje 'jig rten dbang po'i skye rabs dge legs yongs su smin pa'i snye ma rnam par thar pa spyi'i mtha' sdoms te rnam thar gyi skor ro // [90] gnyis pa rdzun ris kyi skor la mkha' spyod ming don rnam gsal skye ba snga 'brel gyi rabs bshes gsnyen dran byed dran mangs thugs rje'i lcags kyu rang gi tshul brjod pa'i gtam yig rin chen dbang po'i phreng ba rtog pa'i byung khungs rin po che'i 'od phreng gsal ba'i sgron ma rnam par bkod pa gsang sgron gyi bsdus 'grel rnam thar ri'u mig tu bkod pa'i dkar chag rang gi tshul mdor bsdus te gtam du bya ba phul byung byin brlabs kyi yig chung rnal lam du rje btsun rin po che dang dris lan mdzad pa ri bo ma Ni bha ga la thong tshul gyi mnal lam sham bha la'i nyams yig rmi lam gyi ri mo pho brang pad brtsegs ma brda don rnam par bskod pa rgyan gyi glu dpa' bo kun tu spyod pa'i brda gsang du grags pa [91] dpa' mo kun tu spyod pa'i brda gsang 'gal ba mtha' dag rab tu 'joms pa zhes bya ba rmi lam gyi rtogs pa rnams te / brdzun ris kyi skor ro gsum pa mdo'i don gsal bar ston byed gyi skor la yang dag pa'i nges don gyi nges pa rab tu gsal bar byed pa rdo rje zla ba dri ma med pa'i phreng ba zhes bya ba mdo rgyud bstan bchos kyi lung sbyor ba gtam gyi bzhi lnga bshad pa sbyin pa'i yon rabsbslab bya bcu bzhi pa dris lan bsdus pa ting nge 'dzin mchog sgom pa rdo rje'i tshig brgyad la sogs bshad pa zhi gnas dang lhag mthong gi dbye ba sangs rgyas rjes dran gyi bshad pa rnal 'byor sgom pa'i rim pa mdor bsdus te bsnyad pa bgrod pa cig dang tshul cig gis bla na med par 'gro ba'i chos kyi rnam grangs chos smra ba dang/ [92] mnyam pa don dang 'thun par bya bar gdams pa phyogs dang mtha' rnam par gsal ba nges pa'i tshul rnams bzhag pa mchog tu zab mo la zhugs pa stong pa nyid gsal bar byed pa'i chos kyi rnam grangs 'jam dpal bdag nyid chen po'i zhing gi yon tan rnam par bkod pa sangs rgyas rnam par bkod pa sangs rgyas rnam par rol pa rtsod pa'i dbang gi yid skyo ba'i gtam 'khrul pas rtsod pa rnam par spang ba'i gtam theg pa chen po rgyud bla ma'i bsdus don nges pa'i snying po gsal byed pa'i lde mig rgyud bla ma'i gzhung gi mchan 'di yan zhabs drung du lung du yang thob pa'o // bde bar gshegs pa'i yon tan ston pa'i tshig bcad rnam par dbye ba mdo sde rgyan gyi skabs mtha' ma rgyal ba'i yon tan gyi rnam bshad byang chub sems dpa'i so so thar pa'i sdom chogs [93] byang chub lam gyi rgyan phreng zhes bya ba rab byung bsnyen rdzogs kyi las chog bsnyen gnas yan lag brgyad pa dang dge bsnyen gyi sdom pa dbogs chog / byang chub mchog tu sems bskyed pa'i cho ga bla med thar pa chen po'i gzhal med dam rin po che sum 'gyur zhes bya ba sems bskyed cho ga byang chub dpag bsam rnams te / mdo'i don gsal bar ston byed kyi skor ro // // bzhi pa rgyud don gsal bar ston byed kyi sko\
\
W1GS66360 this source gives the contents of a six volume collection of the collected works of the second zhwa dmar rin po che; the bka' brgyud gser phreng in volume one is out of order"
"CHOS KYI BLO GROS","","Chukyi Lodru","TB","MAR PA LO TZ'A BA CHOS KYI BLO GROS","","Marpa the Translator, Chukyi Lodru","1002-1097","15","15","","","356","1","1",""
"DPAL 'BYOR DON GRUB","","Peljor Dundrup","TB","MTSUR PHU RGYAL TSAB 01 DPAL 'BYOR DON GRUB;GO SHRi DPAL 'BYOR DON GRUB","","The First Regent of Tsurpu, Peljor Dundrup;Goshri Peljor Dundrup","","0","25","","","357","1","0",""
"'JAM PA'I RDO RJE","","Jampey Dorje","TB","GNYAL ZHIG PO 'JAM PA'I RDO RJE;DMYAL ZHIG PO 'JAM PA'I RDO RJE;'JAM DPAL RDO RJE","","Nyelshigpo Jampey Dorje;Jampel Dorje","","0","25","","","358","1","0",""
"BLO BZANG TSUL KHRIMS RGYA MTSO","","Losang Tsultrim Gyatso","TB","SGO MANG MKHAN PO BLO BZANG TSUL KHRIMS RGYA MTSO;RNGA YUL SGO MANG KHRI RABS 18 BLO BZANG TSUL KHRIMS RGYA MTSO;SGO MANG BLO BZANG TSUL KHRIMS;SGO MANG BLO BZANG TSUL KHRIMS RGYA MTSO","","Gomang Kenpo Losang Tsultrim Gyatso;The 18th Ngayul Gomang Throne Holder, Losang Tsultrim Gyatso;Gomang Losang Tsultrim;Gomang Losang Tsultrim Gyatso","1841-1907","23","24","","","359","1","0","Birthplace: mdo smad gling dkar stod kyi yod dar\
Father: chos shul yar 'phel\
Mother: dbal bza' dkon mchog skyid\
\
1843. Recognized as the rebirth of Sgo-mang Chos-dar by PaN-chen Bstan-pa'i-nyi-ma.\
1847. Installed at Bkra-shis-'khyil on the throne of his predecessor.\
1853. Entered Bla-brang Thos-bsam-gling for studies.\
1865. To Dbus Gtsang and meets Dalai Lama and PaN-chen Lama.\
1869. Returns to Mdo-smad.\
Visited Mongolia and teaching at various monasteries in Mdo-smad.\
Sungbum in two volumes and 45 chos tshan: Rnam thar, Khri bshad, Chab shog, Bslab bya, Bca' yig, Dris lan, Gsol 'debs, Sgrub thabs.\
1841, sgo mang blo bzang tshul khrims 'khrungs.\
"
"SKAL BZANG THUB BSTAN DBANG PHYUG","","Kelsang Tupten Wangchuk","TB","DBANG CHEN STOBS RGYAS;'JAM DBYANGS BZHAD PA 04 SKAL BZANG THUB BSTAN DBANG PHYUG;KALPA BHA DRA","","Wangchen Tobgye;The Fourth Jamyang Shepa, Kelsang Tupten Wangchuk;Kalpa Bhadra","1856-1916","23","24","","","383","1","0",""
"BLO BZANG RTA MGRIN","","Losang Tadrin","TB","RTZA BA RTA MGRIN;SOG PO BLO BZANG RTA MGRIN;BLO BZANG RTA DBYANGS","","Tsawa Tadrin;Sopo Losang Tadrin;Losang Tayang","1867-1937","23","24","","","360","1","0",""
"BLO BZANG BSTAN 'DZIN RGYAL MTSAN","","Losang Tendzin Gyeltsen","TB","MKHAN CHEN CHOS RGYAL;MKHAN CHEN CHOS KYI RGYAL PO","","Kenchen Chugyel;Kenchen Chukyi Gyelpo","b. 1639","21","21","","","362","1","0",""
"DPAL LDAN YE SHES","","Pelden Yeshe","TB","BLO BZANG DPAL LDAN YE SHES;PAn CHEN 03 DPAL LDAN YE SHES;PAn CHEN BLA MA SKU PHRENG GSUM PA DPAL LDAN YE SHES","","Losang Pelden Yeshe;His Holiness the Third Panchen Lama, Pelden Yeshe","1738-1780","22","22","","","363","1","0",""
"BLO GROS GRAGS PA","","Lodru Drakpa","TB","'DZAM THANG MKHAN PO BLO GROS GRAGS PA;MKHAN PO BLO GRAGS;NGAG DBANG BLO GROS GRAGS PA","","Dzamtang Kenpo Lodru Drakpa;Kenpo Lodrak;Ngawang Lodru Drakpa","1920-1975","24","24","","","365","1","0",""
"BLO BZANG RDO RJE","","Losang Dorje","TB","LDAN MA BLO BZANG RDO RJE","","Denma Losang Dorje","1908-1975","24","24","","","366","1","0",""
